id,field,title,type,priority,status,order1,duration,scene,assets,qc,difficulty,source,source_status,final
PER-009,잇몸치료,잇몸치료 후 틈과 시림의 변화,관리·주의,2차 확장,기획 후보,,20.0,붓기 감소 후 치간 공간과 노출 치근을 표시,스케일러·치근면·판막·이식재,치료가 치아를 벌렸다고 오해할 장면 배제,보통,https://www.perio.org/for-patients/periodontal-treatments-and-procedures/,분야 참고자료 확보·개별 대본 검증 전,
PER-010,잇몸치료,치주 유지관리 방문에서 하는 일,관리·주의,2차 확장,기획 후보,,20.0,위생 확인·필요 부위 세정·위험 재평가를 연결,스케일러·치근면·판막·이식재,모든 환자의 유지관리 간격을 고정하지 않기,보통,https://www.perio.org/for-patients/periodontal-treatments-and-procedures/,분야 참고자료 확보·개별 대본 검증 전,
IMP-001,임플란트 구조·보철,임플란트 구성요소: 스크류와 시멘트,구조·원리,기준작,제작완료·사용자 확인,,15.0,뼈 속 픽스처에 지대주·스크류 체결 후 내면 시멘트와 크라운 안착,픽스처·지대주·내부 스크류·보철·시멘트,"지대주-크라운 정합, 내부 나사 체결 위치, 시멘트 경계 확인",높음,https://www.nobelbiocare.com/en-int/blog/productivity/screw-vs-cement-retained-restorations,제작 근거 대조 완료,https://drive.google.com/file/d/1oqYcTkTDQDTWvAzIrl2H-kwuXairzodL/view?usp=drivesdk
IMP-002,임플란트 구조·보철,자연치와 임플란트의 구조 차이,비교·선택,2차 확장,기획 후보,,20.0,자연치 치주인대와 임플란트 골 접촉을 나란히 표시,픽스처·지대주·내부 스크류·보철·시멘트,임플란트 주변에 치주인대나 치수를 생성하지 않기,보통,https://www.nobelbiocare.com/en-int/blog/productivity/screw-vs-cement-retained-restorations,분야 참고자료 확보·개별 대본 검증 전,
IMP-003,임플란트 구조·보철,힐링 어버트먼트의 역할,구조·원리,2차 확장,기획 후보,,20.0,잇몸을 통과한 힐링 부품과 최종 지대주를 비교,픽스처·지대주·내부 스크류·보철·시멘트,힐링 부품 위에 최종 크라운이 그대로 붙는 오류 방지,보통,https://www.nobelbiocare.com/en-int/blog/productivity/screw-vs-cement-retained-restorations,분야 참고자료 확보·개별 대본 검증 전,
IMP-004,임플란트 구조·보철,커버 스크류와 힐링 부품의 차이,비교·선택,2차 확장,기획 후보,,20.0,덮인 픽스처와 잇몸 위 힐링 상태를 비교,픽스처·지대주·내부 스크류·보철·시멘트,단계별 잇몸 경계와 부품 높이를 일치시키기,보통,https://www.nobelbiocare.com/en-int/blog/productivity/screw-vs-cement-retained-restorations,분야 참고자료 확보·개별 대본 검증 전,
IMP-005,임플란트 구조·보철,시멘트 유지형과 나사 유지형,비교·선택,1차 제작,기획 후보,9.0,20.0,보철 유지 경로와 나사 접근공 유무를 비교,픽스처·지대주·내부 스크류·보철·시멘트,시멘트 유지형과 나사 유지형 부품을 섞지 않기,보통,https://www.nobelbiocare.com/en-int/blog/productivity/screw-vs-cement-retained-restorations,분야 참고자료 확보·개별 대본 검증 전,
IMP-006,임플란트 구조·보철,스크류 유지형 보철 체결 과정,치료 과정,2차 확장,기획 후보,,30.0,보철을 안착하고 접근공을 통해 나사 체결·밀봉,픽스처·지대주·내부 스크류·보철·시멘트,나사 경로가 교합면에서 픽스처까지 연결되는지 확인,중간,https://www.nobelbiocare.com/en-int/blog/productivity/screw-vs-cement-retained-restorations,분야 참고자료 확보·개별 대본 검증 전,
IMP-007,임플란트 구조·보철,맞춤형 지대주의 형태,구조·원리,2차 확장,기획 후보,,20.0,잇몸 윤곽과 보철 공간에 맞는 지대주를 회전,픽스처·지대주·내부 스크류·보철·시멘트,개인별 형태를 하나의 보편적인 치수로 단정하지 않기,보통,https://www.nobelbiocare.com/en-int/blog/productivity/screw-vs-cement-retained-restorations,분야 참고자료 확보·개별 대본 검증 전,
IMP-008,임플란트 구조·보철,스캔바디로 임플란트 위치 읽기,검사·진단,2차 확장,기획 후보,,20.0,스캔바디 체결 후 스캔과 디지털 위치 대응,픽스처·지대주·내부 스크류·보철·시멘트,스캔바디를 최종 지대주나 크라운으로 바꾸지 않기,보통,https://www.nobelbiocare.com/en-int/blog/productivity/screw-vs-cement-retained-restorations,분야 참고자료 확보·개별 대본 검증 전,
IMP-009,임플란트 구조·보철,임플란트 브릿지의 지지 구조,구조·원리,2차 확장,기획 후보,,20.0,복수 픽스처 위 연결 보철의 지지점을 표시,픽스처·지대주·내부 스크류·보철·시멘트,모든 인공치 아래에 픽스처가 있다고 그리지 않기,보통,https://www.nobelbiocare.com/en-int/blog/productivity/screw-vs-cement-retained-restorations,분야 참고자료 확보·개별 대본 검증 전,
IMP-010,임플란트 구조·보철,전악 고정성 임플란트 보철의 구조,구조·원리,전문 검토 후,기획 후보,,20.0,정해진 계획의 지지점과 연결 보철·청소 공간 표시,픽스처·지대주·내부 스크류·보철·시멘트,개수·각도·즉시부하 조건을 모든 환자에 일반화하지 않기,높음,https://www.nobelbiocare.com/en-int/blog/productivity/screw-vs-cement-retained-restorations,분야 참고자료 확보·개별 대본 검증 전,
SUR-001,임플란트 수술,임플란트 치료 전체 과정,치료 과정,1차 제작,기획 후보,5.0,30.0,진단·식립·치유 경과·보철 연결을 시간 구분해 표시,치조골 단면·픽스처·가이드·차폐막·상악동막,수술과 보철 완성이 항상 당일이라는 오해 방지,중간,https://www.mouthhealthy.org/all-topics-a-z/implants,분야 참고자료 확보·개별 대본 검증 전,
SUR-002,임플란트 수술,임플란트 식립 과정,치료 과정,2차 확장,기획 후보,,30.0,계획 부위를 형성하고 픽스처가 축을 따라 회전 진입,치조골 단면·픽스처·가이드·차폐막·상악동막,드릴·픽스처 경로가 신경과 인접 치근을 침범하지 않기,중간,https://www.mouthhealthy.org/all-topics-a-z/implants,분야 참고자료 확보·개별 대본 검증 전,
SUR-003,임플란트 수술,골유착이 이루어지는 모습,질환 진행,1차 제작,기획 후보,26.0,30.0,픽스처 주변 골 접촉의 시간 경과를 확대,치조골 단면·픽스처·가이드·차폐막·상악동막,픽스처가 뼈로 변하거나 치주인대가 생기지 않기,중간,https://www.mouthhealthy.org/all-topics-a-z/implants,분야 참고자료 확보·개별 대본 검증 전,
SUR-004,임플란트 수술,발치 즉시 식립과 지연 식립,비교·선택,2차 확장,기획 후보,,20.0,발치와와 치유된 부위의 시작 조건을 비교,치조골 단면·픽스처·가이드·차폐막·상악동막,즉시 식립과 즉시 보철·즉시 부하를 혼동하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/implants,분야 참고자료 확보·개별 대본 검증 전,
SUR-005,임플란트 수술,임플란트 뼈이식과 차폐막,치료 과정,1차 제작,기획 후보,12.0,30.0,선택된 결손에 이식재·차폐막 배치 후 봉합,치조골 단면·픽스처·가이드·차폐막·상악동막,이식재가 즉시 완전한 뼈로 바뀌는 표현 금지,중간,https://www.mouthhealthy.org/all-topics-a-z/implants,분야 참고자료 확보·개별 대본 검증 전,
SUR-006,임플란트 수술,상악동 거상술의 원리,치료 과정,1차 제작,기획 후보,13.0,30.0,상악동막을 보존하며 공간을 확보하는 단면,치조골 단면·픽스처·가이드·차폐막·상악동막,막을 뚫어 재료가 상악동에 흩어지는 오류 방지,높음,https://www.mouthhealthy.org/all-topics-a-z/implants,분야 참고자료 확보·개별 대본 검증 전,
SUR-007,임플란트 수술,가이드 수술의 원리,구조·원리,2차 확장,기획 후보,,20.0,가이드가 계획된 방향을 안내하고 기구가 통과,치조골 단면·픽스처·가이드·차폐막·상악동막,가이드를 사용하면 모든 오차가 사라진다고 표현하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/implants,분야 참고자료 확보·개별 대본 검증 전,
SUR-008,임플란트 수술,임플란트 2차 수술의 목적,치료 과정,2차 확장,기획 후보,,30.0,잇몸 아래 픽스처를 노출하고 힐링 부품을 연결,치조골 단면·픽스처·가이드·차폐막·상악동막,모든 식립 방식에 2차 수술이 필요하다고 표현하지 않기,중간,https://www.mouthhealthy.org/all-topics-a-z/implants,분야 참고자료 확보·개별 대본 검증 전,
SUR-009,임플란트 수술,골 폭과 신경 위치를 확인하는 이유,검사·진단,2차 확장,기획 후보,,20.0,단면에서 보철 축·골 폭·신경 경로를 겹쳐 확인,치조골 단면·픽스처·가이드·차폐막·상악동막,안전 거리 수치를 임의로 만들거나 보편값으로 고정하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/implants,분야 참고자료 확보·개별 대본 검증 전,
SUR-010,임플란트 수술,임플란트 수술 후 초기 관리,관리·주의,2차 확장,기획 후보,,20.0,수술 부위 보호와 치과 안내에 따른 식사·위생·연락,치조골 단면·픽스처·가이드·차폐막·상악동막,약물 용량과 회복 기간을 임의로 정하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/implants,분야 참고자료 확보·개별 대본 검증 전,
IMC-001,임플란트 유지관리,임플란트 주변 점막염과 주위염,비교·선택,1차 제작,기획 후보,10.0,20.0,점막 염증과 지지 뼈 손실을 나란히 비교,임플란트 주변 점막·뼈·스크류·청소 도구,자연치 치주인대·치근을 임플란트에 생성하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/,분야 참고자료 확보·개별 대본 검증 전,
IMC-002,임플란트 유지관리,임플란트 주위염의 변화,질환 진행,2차 확장,기획 후보,,30.0,보철 아래 염증과 골 수준 변화를 같은 축에서 표시,임플란트 주변 점막·뼈·스크류·청소 도구,치석이 금속을 녹이거나 진행 속도를 고정하지 않기,중간,https://www.perio.org/for-patients/gum-disease-information/,분야 참고자료 확보·개별 대본 검증 전,
IMC-003,임플란트 유지관리,임플란트 나사 풀림,구조·원리,1차 제작,기획 후보,20.0,20.0,지대주·보철의 작은 움직임과 픽스처 고정을 대비,임플란트 주변 점막·뼈·스크류·청소 도구,나사 풀림을 픽스처 탈락과 같은 현상으로 그리지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/,분야 참고자료 확보·개별 대본 검증 전,
IMC-004,임플란트 유지관리,보철 탈락과 픽스처 흔들림의 차이,비교·선택,2차 확장,기획 후보,,20.0,움직이는 위치를 보철·연결부·뼈 접촉으로 구별,임플란트 주변 점막·뼈·스크류·청소 도구,영상만 보고 자가 진단·자가 체결하게 만들지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/,분야 참고자료 확보·개별 대본 검증 전,
IMC-005,임플란트 유지관리,시멘트 잔여물이 남는 위치,구조·원리,2차 확장,기획 후보,,20.0,보철 변연 아래 잔여물과 주변 조직을 확대,임플란트 주변 점막·뼈·스크류·청소 도구,시멘트가 원래 뼈-픽스처 사이를 채우는 것처럼 그리지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/,분야 참고자료 확보·개별 대본 검증 전,
IMC-006,임플란트 유지관리,임플란트 주변 칫솔질,관리·주의,2차 확장,기획 후보,,20.0,칫솔이 보철과 잇몸 경계를 따라 닿는 동작,임플란트 주변 점막·뼈·스크류·청소 도구,칫솔이 잇몸을 관통하거나 부품을 움직이지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/,분야 참고자료 확보·개별 대본 검증 전,
IMC-007,임플란트 유지관리,임플란트 치간칫솔 사용,관리·주의,2차 확장,기획 후보,,20.0,맞는 공간에 도구가 부드럽게 통과하는 경로,임플란트 주변 점막·뼈·스크류·청소 도구,너무 큰 도구를 억지로 밀어 넣는 장면 금지,보통,https://www.perio.org/for-patients/gum-disease-information/,분야 참고자료 확보·개별 대본 검증 전,
IMC-008,임플란트 유지관리,연결 보철 아래 청소하기,관리·주의,2차 확장,기획 후보,,20.0,보철 아래 통과형 치실과 청소 공간을 보여주기,임플란트 주변 점막·뼈·스크류·청소 도구,치실이 금속·잇몸을 관통하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/,분야 참고자료 확보·개별 대본 검증 전,
IMC-009,임플란트 유지관리,임플란트 정기검진에서 확인하는 것,검사·진단,2차 확장,기획 후보,,20.0,위생·연결부·주위 조직과 필요한 영상 검사를 표시,임플란트 주변 점막·뼈·스크류·청소 도구,모든 방문마다 CT가 필요하다고 표현하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/,분야 참고자료 확보·개별 대본 검증 전,
IMC-010,임플란트 유지관리,임플란트 주변 염증 치료의 개요,치료 과정,2차 확장,기획 후보,,30.0,검사·오염 관리·필요시 수술·유지관리 흐름,임플란트 주변 점막·뼈·스크류·청소 도구,모든 경우 같은 술식으로 완치된다고 표현하지 않기,중간,https://www.perio.org/for-patients/gum-disease-information/,분야 참고자료 확보·개별 대본 검증 전,
EXT-001,발치·구강외과,일반 발치 과정,치료 과정,2차 확장,기획 후보,,30.0,치아 분리와 발치 후 발치와를 단면으로 표시,발치와·치근·신경·상악동·혈병,치근이 사라지거나 인접 치아가 함께 움직이지 않기,중간,https://myoms.org/what-we-do/wisdom-teeth-management/,분야 참고자료 확보·개별 대본 검증 전,
EXT-002,발치·구강외과,매복 사랑니 발치 과정,치료 과정,1차 제작,기획 후보,11.0,30.0,덮인 치아에 접근하고 필요시 분할해 제거,발치와·치근·신경·상악동·혈병,하악관·인접 제2대구치 위치를 일관되게 유지,중간,https://myoms.org/what-we-do/wisdom-teeth-management/,분야 참고자료 확보·개별 대본 검증 전,
EXT-003,발치·구강외과,사랑니와 주변 염증,질환 진행,2차 확장,기획 후보,,30.0,부분 맹출 치아 주변 공간과 염증을 표시,발치와·치근·신경·상악동·혈병,모든 사랑니를 예방적으로 발치해야 한다는 표현 금지,중간,https://myoms.org/what-we-do/wisdom-teeth-management/,분야 참고자료 확보·개별 대본 검증 전,
EXT-004,발치·구강외과,사랑니와 아래턱 신경의 관계,구조·원리,2차 확장,기획 후보,,20.0,영상과 단면에서 치근·신경 경로를 대응,발치와·치근·신경·상악동·혈병,신경이 실제로 보이는 것과 영상 추정을 구분,보통,https://myoms.org/what-we-do/wisdom-teeth-management/,분야 참고자료 확보·개별 대본 검증 전,
EXT-005,발치·구강외과,발치 후 혈병과 치유,질환 진행,1차 제작,기획 후보,25.0,30.0,발치와 혈병과 이후 조직 회복을 시간 압축으로 표시,발치와·치근·신경·상악동·혈병,구멍이 하루 만에 완전히 뼈로 차는 표현 금지,중간,https://myoms.org/what-we-do/wisdom-teeth-management/,분야 참고자료 확보·개별 대본 검증 전,
EXT-006,발치·구강외과,발치 후 거즈로 지혈하기,관리·주의,2차 확장,기획 후보,,20.0,거즈 위치와 압박 방향을 측면에서 표시,발치와·치근·신경·상악동·혈병,거즈를 발치와 안으로 밀어 넣는 오류 금지,보통,https://myoms.org/what-we-do/wisdom-teeth-management/,분야 참고자료 확보·개별 대본 검증 전,
EXT-007,발치·구강외과,발치 후 혈병을 보호하는 행동,관리·주의,2차 확장,기획 후보,,20.0,흡입·강한 자극과 치과 지침에 따른 관리 비교,발치와·치근·신경·상악동·혈병,기간·식사 제한은 개별 수술 지침을 확인,보통,https://myoms.org/what-we-do/wisdom-teeth-management/,분야 참고자료 확보·개별 대본 검증 전,
EXT-008,발치·구강외과,드라이소켓의 개념,구조·원리,2차 확장,기획 후보,,20.0,혈병 유지와 손실 상태의 발치와를 비교,발치와·치근·신경·상악동·혈병,일반 수술 후 통증을 전부 드라이소켓으로 단정하지 않기,보통,https://myoms.org/what-we-do/wisdom-teeth-management/,분야 참고자료 확보·개별 대본 검증 전,
EXT-009,발치·구강외과,발치와 보존술의 원리,치료 과정,2차 확장,기획 후보,,30.0,발치와에 이식재와 보호 재료를 배치,발치와·치근·신경·상악동·혈병,치조골 흡수가 완전히 사라진다는 표현 금지,중간,https://myoms.org/what-we-do/wisdom-teeth-management/,분야 참고자료 확보·개별 대본 검증 전,
EXT-010,발치·구강외과,위 어금니 발치와 상악동 주의,구조·원리,전문 검토 후,기획 후보,,20.0,상악동 바닥과 발치 부위의 관계를 단면 표시,발치와·치근·신경·상악동·혈병,모든 상악 발치에서 천공이 생긴다고 표현하지 않기,높음,https://myoms.org/what-we-do/wisdom-teeth-management/,분야 참고자료 확보·개별 대본 검증 전,
DEN-001,틀니,전체틀니의 구조와 지지,구조·원리,1차 제작,기획 후보,15.0,20.0,위·아래 틀니를 점막 위에 순서대로 안착,의치상·인공치·점막·잔존치·유지장치,틀니가 뼈 속에 고정되거나 자연치 뿌리를 갖지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/dentures,분야 참고자료 확보·개별 대본 검증 전,
DEN-002,틀니,부분틀니의 구성요소,구조·원리,2차 확장,기획 후보,,20.0,의치상·클라스프·레스트·잔존치 접촉을 확대,의치상·인공치·점막·잔존치·유지장치,클라스프가 잇몸을 관통하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/dentures,분야 참고자료 확보·개별 대본 검증 전,
DEN-003,틀니,틀니 제작 과정,치료 과정,2차 확장,기획 후보,,30.0,본뜨기·교합 기록·시험 장착·최종 장착을 연결,의치상·인공치·점막·잔존치·유지장치,단계별 치아 수와 교합 높이가 갑자기 변하지 않기,중간,https://www.mouthhealthy.org/all-topics-a-z/dentures,분야 참고자료 확보·개별 대본 검증 전,
DEN-004,틀니,임플란트 오버덴처의 탈착 구조,구조·원리,2차 확장,기획 후보,,20.0,어태치먼트와 틀니가 맞물리고 분리되는 동작,의치상·인공치·점막·잔존치·유지장치,고정성 전악 보철과 탈착 방식을 혼동하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/dentures,분야 참고자료 확보·개별 대본 검증 전,
DEN-005,틀니,틀니 넣고 빼는 방법,관리·주의,2차 확장,기획 후보,,20.0,정해진 삽입 방향으로 손을 이용해 탈착,의치상·인공치·점막·잔존치·유지장치,물어서 강제로 끼우거나 금속을 구부리는 장면 금지,보통,https://www.mouthhealthy.org/all-topics-a-z/dentures,분야 참고자료 확보·개별 대본 검증 전,
DEN-006,틀니,틀니가 헐거워지는 이유,질환 진행,2차 확장,기획 후보,,30.0,시간에 따른 잔존 치조제와 의치상 적합 변화,의치상·인공치·점막·잔존치·유지장치,모든 흔들림의 원인을 뼈 흡수 하나로 단정하지 않기,중간,https://www.mouthhealthy.org/all-topics-a-z/dentures,분야 참고자료 확보·개별 대본 검증 전,
DEN-007,틀니,틀니 이장과 재제작의 차이,비교·선택,2차 확장,기획 후보,,20.0,의치상 적합 보정과 새 틀니 제작 범위 비교,의치상·인공치·점막·잔존치·유지장치,이장만으로 모든 교합·파절 문제가 해결된다고 표현하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/dentures,분야 참고자료 확보·개별 대본 검증 전,
DEN-008,틀니,틀니 세척과 보관,관리·주의,2차 확장,기획 후보,,20.0,탈착·세척·재료별 보관 순서를 표시,의치상·인공치·점막·잔존치·유지장치,재료에 맞지 않는 뜨거운 물·세정제를 보편 권장하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/dentures,분야 참고자료 확보·개별 대본 검증 전,
DEN-009,틀니,틀니에 적응하며 씹고 말하기,관리·주의,2차 확장,기획 후보,,20.0,양측 저작과 발음 연습을 천천히 보여주기,의치상·인공치·점막·잔존치·유지장치,통증을 무조건 참게 하거나 적응 기간을 보장하지 않기,보통,https://www.mouthhealthy.org/all-topics-a-z/dentures,분야 참고자료 확보·개별 대본 검증 전,
DEN-010,틀니,틀니가 닿아 아픈 부위 조정,치료 과정,2차 확장,기획 후보,,30.0,압박 부위를 확인하고 치과에서 조정,의치상·인공치·점막·잔존치·유지장치,환자가 직접 틀니를 깎는 동작 배제,중간,https://www.mouthhealthy.org/all-topics-a-z/dentures,분야 참고자료 확보·개별 대본 검증 전,
ORT-001,교정,교정으로 치아가 움직이는 원리,구조·원리,1차 제작,기획 후보,21.0,20.0,치주인대와 주변 뼈 변화에 따른 느린 이동,치열·치주인대·브라켓·와이어·장치,치아가 뼈를 뚫고 미끄러지거나 치근이 사라지지 않기,보통,https://aaoinfo.org/treatments/,분야 참고자료 확보·개별 대본 검증 전,
ORT-002,교정,브라켓과 와이어의 역할,구조·원리,2차 확장,기획 후보,,20.0,장치를 붙이고 와이어가 치아 이동에 관여하는 모습,치열·치주인대·브라켓·와이어·장치,와이어를 즉시 치열이 완성되는 지렛대로 과장하지 않기,보통,https://aaoinfo.org/treatments/,분야 참고자료 확보·개별 대본 검증 전,
ORT-003,교정,투명교정 장치와 어태치먼트,구조·원리,2차 확장,기획 후보,,20.0,장치가 치아·어태치먼트에 맞춰 안착,치열·치주인대·브라켓·와이어·장치,일반 마우스피스와 이동 설계를 동일시하지 않기,보통,https://aaoinfo.org/treatments/,분야 참고자료 확보·개별 대본 검증 전,
ORT-004,교정,교정용 고무줄의 역할,구조·원리,2차 확장,기획 후보,,20.0,처방된 연결점 사이 힘의 방향을 표시,치열·치주인대·브라켓·와이어·장치,환자별 고무줄 위치와 착용을 임의로 일반화하지 않기,보통,https://aaoinfo.org/treatments/,분야 참고자료 확보·개별 대본 검증 전,
ORT-005,교정,교정용 미니스크류의 역할,구조·원리,전문 검토 후,기획 후보,,20.0,뼈에 고정된 지지점과 힘의 방향을 표시,치열·치주인대·브라켓·와이어·장치,치근을 뚫고 설치되거나 일반 임플란트와 혼동하지 않기,높음,https://aaoinfo.org/treatments/,분야 참고자료 확보·개별 대본 검증 전,
ORT-006,교정,덧니와 공간 부족,구조·원리,2차 확장,기획 후보,,20.0,치열궁 내 공간과 치아 배열의 관계를 비교,치열·치주인대·브라켓·와이어·장치,발치 여부를 공간 그림만으로 단정하지 않기,보통,https://aaoinfo.org/treatments/,분야 참고자료 확보·개별 대본 검증 전,
ORT-007,교정,개방교합·과개교합·반대교합,비교·선택,2차 확장,기획 후보,,20.0,동일 측면 구도에서 맞물림의 차이를 순차 표시,치열·치주인대·브라켓·와이어·장치,치성·골격성 원인을 구분할 후속 검사가 필요,보통,https://aaoinfo.org/treatments/,분야 참고자료 확보·개별 대본 검증 전,
ORT-008,교정,교정 중 칫솔질과 치간 관리,관리·주의,2차 확장,기획 후보,,20.0,장치 위·아래와 치간에 칫솔이 닿는 경로,치열·치주인대·브라켓·와이어·장치,브라켓 주변 백색 병소를 단순 착색으로 그리지 않기,보통,https://aaoinfo.org/treatments/,분야 참고자료 확보·개별 대본 검증 전,
ORT-009,교정,유지장치가 필요한 이유,구조·원리,2차 확장,기획 후보,,20.0,치료 후 이동 가능성과 유지장치의 역할을 비교,치열·치주인대·브라켓·와이어·장치,유지장치를 끼면 영구적으로 변화가 없다고 보장하지 않기,보통,https://aaoinfo.org/treatments/,분야 참고자료 확보·개별 대본 검증 전,
ORT-010,교정,유지장치 탈착·세척·보관,관리·주의,2차 확장,기획 후보,,20.0,가철식 양손 탈착과 케이스 보관 동작,치열·치주인대·브라켓·와이어·장치,고정식 유지장치를 환자가 떼는 장면 금지,보통,https://aaoinfo.org/treatments/,분야 참고자료 확보·개별 대본 검증 전,
PED-001,소아치과,유치도 치료해야 하는 이유,구조·원리,1차 제작,기획 후보,29.0,20.0,유치 기능·공간 유지와 아래 영구치 위치를 표시,유치·영구치 치배·소아 예방 장치,모든 유치 병변이 영구치 손상으로 이어진다고 단정하지 않기,보통,https://www.aapd.org/media/Policies_Guidelines/BP_Periodicity.pdf,분야 참고자료 확보·개별 대본 검증 전,
PED-002,소아치과,어린이 충치가 퍼지는 모습,질환 진행,2차 확장,기획 후보,,30.0,유치 단면의 얇은 조직과 치수 근접성을 표현,유치·영구치 치배·소아 예방 장치,성인 치아 크기·치수 비율을 그대로 복사하지 않기,중간,https://www.aapd.org/media/Policies_Guidelines/BP_Periodicity.pdf,분야 참고자료 확보·개별 대본 검증 전,
PED-003,소아치과,실란트로 홈을 막는 과정,치료 과정,1차 제작,기획 후보,22.0,30.0,치면 준비 후 깊은 홈에 재료가 들어가 굳기,유치·영구치 치배·소아 예방 장치,치아 전체가 두꺼운 코팅으로 덮이지 않기,중간,https://www.aapd.org/media/Policies_Guidelines/BP_Periodicity.pdf,분야 참고자료 확보·개별 대본 검증 전,
PED-004,소아치과,불소도포의 원리와 과정,치료 과정,2차 확장,기획 후보,,30.0,적정 도포와 표면 보호 효과를 모식도로 표시,유치·영구치 치배·소아 예방 장치,큰 충치 구멍을 메우거나 불소를 삼키게 하지 않기,중간,https://www.aapd.org/media/Policies_Guidelines/BP_Periodicity.pdf,분야 참고자료 확보·개별 대본 검증 전,
PED-005,소아치과,유치 신경치료의 범위,비교·선택,2차 확장,기획 후보,,20.0,치수절단과 근관치료의 처리 범위를 구별,유치·영구치 치배·소아 예방 장치,영구치 치배 위치와 유치 치근을 보존해 표현,보통,https://www.aapd.org/media/Policies_Guidelines/BP_Periodicity.pdf,분야 참고자료 확보·개별 대본 검증 전,
PED-006,소아치과,유치 기성관 치료 과정,치료 과정,2차 확장,기획 후보,,30.0,준비된 유치에 맞는 크기의 기성관을 안착,유치·영구치 치배·소아 예방 장치,모든 재료·술식이 동일한 삭제량을 가진다고 표현하지 않기,중간,https://www.aapd.org/media/Policies_Guidelines/BP_Periodicity.pdf,분야 참고자료 확보·개별 대본 검증 전,
PED-007,소아치과,유치를 일찍 잃었을 때 공간유지장치,구조·원리,2차 확장,기획 후보,,20.0,빈자리 주변 이동 가능성과 유지장치 위치를 표시,유치·영구치 치배·소아 예방 장치,모든 조기 상실에 장치가 필수라고 단정하지 않기,보통,https://www.aapd.org/media/Policies_Guidelines/BP_Periodicity.pdf,분야 참고자료 확보·개별 대본 검증 전,
PED-008,소아치과,유치가 빠지고 영구치가 나는 과정,질환 진행,2차 확장,기획 후보,,30.0,유치 치근 흡수와 영구치 맹출을 시간 변화로 표시,유치·영구치 치배·소아 예방 장치,맹출 순서·시기를 획일적으로 보장하지 않기,중간,https://www.aapd.org/media/Policies_Guidelines/BP_Periodicity.pdf,분야 참고자료 확보·개별 대본 검증 전,
PED-009,소아치과,보호자가 마무리하는 어린이 양치,관리·주의,2차 확장,기획 후보,,20.0,아이 자세·치면 순서·보호자 손동작을 보여주기,유치·영구치 치배·소아 예방 장치,치약량·도움 기간은 연령별 공식 지침을 확인,보통,https://www.aapd.org/media/Policies_Guidelines/BP_Periodicity.pdf,분야 참고자료 확보·개별 대본 검증 전,
PED-010,소아치과,웃음가스 진정치료의 흐름,치료 과정,전문 검토 후,기획 후보,,30.0,코마스크·관찰·회복 확인 과정을 설명,유치·영구치 치배·소아 예방 장치,전신마취와 같거나 위험이 전혀 없다고 표현하지 않기,높음,https://www.aapd.org/media/Policies_Guidelines/BP_Periodicity.pdf,분야 참고자료 확보·개별 대본 검증 전,
PRV-001,예방·생활 관리,칫솔모가 닿아야 하는 곳,관리·주의,2차 확장,기획 후보,,20.0,치아와 잇몸 경계를 따라 부드럽게 이동,칫솔·치실·치간칫솔·치태·생활 장면,강한 수평 문지르기를 권장하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/gum-disease-prevention/,분야 참고자료 확보·개별 대본 검증 전,
PRV-002,예방·생활 관리,치실을 치면에 감싸 사용하는 법,관리·주의,1차 제작,기획 후보,23.0,20.0,접촉점 통과 후 양쪽 치면에 각각 밀착,칫솔·치실·치간칫솔·치태·생활 장면,잇몸을 세게 튕겨 내려치는 동작 배제,보통,https://www.perio.org/for-patients/gum-disease-information/gum-disease-prevention/,분야 참고자료 확보·개별 대본 검증 전,
PRV-003,예방·생활 관리,치간칫솔 크기와 사용 방향,관리·주의,2차 확장,기획 후보,,20.0,서로 다른 공간에 맞는 도구를 통과,칫솔·치실·치간칫솔·치태·생활 장면,모든 공간에 같은 굵기를 강요하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/gum-disease-prevention/,분야 참고자료 확보·개별 대본 검증 전,
PRV-004,예방·생활 관리,워터플로서의 청소 경로,관리·주의,2차 확장,기획 후보,,20.0,물줄기가 잇몸선과 보철 주위를 따라 이동,칫솔·치실·치간칫솔·치태·생활 장면,칫솔질을 완전히 대체하는 도구로 표현하지 않기,보통,https://www.perio.org/for-patients/gum-disease-information/gum-disease-prevention/,분야 참고자료 확보·개별 대본 검증 전,
